article_id,detail_desc,hn_article_id,hn_detail_desc,category_name,positive_cat_value,hnegative_cat_value,enhanced_query
614542003,"Sleeveless dress in soft, slub cotton jersey with narrow shoulder straps that cross at the back. Second layer at the top with a wide lace trim, an elasticated seam at the waist and a scalloped lace trim at the hem.",729604001.0,"Longer jacket in soft, washed denim with a collar, buttons down the front, flap chest pockets with a button and side pockets. Detachable tie belt at the waist, buttoned cuffs and an adjustable tab at the sides of the hem. Unlined.",department_name,Kids Girl Jersey Fancy,Outwear,"Sleeveless dress in soft, slub cotton jersey with narrow shoulder straps that cross at the back. Second layer at the top with a wide lace trim, an elasticated seam at the waist and a scalloped lace trim at the hem.. It has to be Kids Girl Jersey Fancy and not Outwear."
614714004,Top in soft cotton jersey with a print motif on the front and short sleeves. Slightly longer at the back.,694547004.0,"Shirt in a soft viscose weave with a chest pocket, buttons down the front and a yoke at the back. Long sleeves with buttoned cuffs, and a tie detail at the hem.",department_name,Kids Girl Jersey Fancy,Young Girl Dresses,Top in soft cotton jersey with a print motif on the front and short sleeves. Slightly longer at the back.. It has to be Kids Girl Jersey Fancy and not Young Girl Dresses.
614820002,"Pull-on trousers in a textured linen and cotton weave. Adjustable elasticated waist with a decorative drawstring, zip fly and button, side pockets and jetted back pockets with a button.",776488003.0,"Calf-length skirt in a soft rib knit with a high, elasticated waist and decorative buttons and a slit at the front.",department_name,Kids Boy Trouser,Tops Knitwear DS,"Pull-on trousers in a textured linen and cotton weave. Adjustable elasticated waist with a decorative drawstring, zip fly and button, side pockets and jetted back pockets with a button.. It has to be Kids Boy Trouser and not Tops Knitwear DS."
614854010,"Brazilian briefs in soft jersey with lace trims, a low waist, lined gusset, wide sides and half-string back. The cotton content of the briefs is organic.",,,department_name,Casual Lingerie,EQ H&M Man,
615021015,T-shirt in jersey with a motif.,832857001.0,"Baby Exclusive. Short-sleeved bodysuits in soft, organic cotton jersey with buttons at the top and press-studs at the crotch.",department_name,Jersey fancy,Baby Exclusive,T-shirt in jersey with a motif.. It has to be Jersey fancy and not Baby Exclusive.
615021023,T-shirt in jersey with a motif.,,,department_name,Jersey fancy,Kids Boy Socks,
615073001,"Long dress in a patterned weave with a slight sheen. Short sleeves with a flounced trim, seam at the waist with a tie belt, and a wide skirt with a sewn-in wrapover and decorative flounce. Seam and flare to the hem with a wide flounce. Unlined.",542982017.0,"Joggers in lightweight sweatshirt fabric with an elasticated drawstring waist, side pockets and ribbed hems.",department_name,Dress,Young Boy Jersey Basic,"Long dress in a patterned weave with a slight sheen. Short sleeves with a flounced trim, seam at the waist with a tie belt, and a wide skirt with a sewn-in wrapover and decorative flounce. Seam and flare to the hem with a wide flounce. Unlined.. It has to be Dress and not Young Boy Jersey Basic."
615119001,"Leather jacket in a straight style with a detachable tie belt. Collar, hook-and-eye fastening, concealed zip down the front and long sleeves with buttoned cuffs. Chest pocket and two flap pockets. Lined.",598696001.0,Knee-length skirt in sturdy jersey with concealed elastication at the top and a slit at the back.,department_name,Outwear & Blazers,Jersey Basic,"Leather jacket in a straight style with a detachable tie belt. Collar, hook-and-eye fastening, concealed zip down the front and long sleeves with buttoned cuffs. Chest pocket and two flap pockets. Lined.. It has to be Outwear & Blazers and not Jersey Basic."
615178007,"Shorts in sweatshirt fabric with a washed look. Elasticated drawstring waist, fake fly, side pockets and a welt back pocket.",755761002.0,"Off-the-shoulder jumper in soft, fine-knit cotton with narrow shoulder straps, long sleeves and ribbing around the top, cuffs and hem.",department_name,Jersey Fancy,Young Girl Knitwear,"Shorts in sweatshirt fabric with a washed look. Elasticated drawstring waist, fake fly, side pockets and a welt back pocket.. It has to be Jersey Fancy and not Young Girl Knitwear."
615243001,"STUDIO COLLECTION. Wide, long-sleeved blouse in airy cotton voile with pin-tuck details, a grandad collar, twill placket with concealed press-studs and decorative twill panels on the shoulders and sleeves. Yoke at the back, drawstring at the top and cuffs, and high slits with ties at the sides.",744478002.0,"Baby Exclusive. Short-sleeved shirt in a soft, organic cotton double weave with a round neckline and button placket.",department_name,Studio Collection,Baby Exclusive,"STUDIO COLLECTION. Wide, long-sleeved blouse in airy cotton voile with pin-tuck details, a grandad collar, twill placket with concealed press-studs and decorative twill panels on the shoulders and sleeves. Yoke at the back, drawstring at the top and cuffs, and high slits with ties at the sides.. It has to be Studio Collection and not Baby Exclusive."
615375002,"Fitted top in soft jersey with short sleeves with sewn-in turn-ups, a chest pocket and gathers in the sides for best fit over the tummy.",824467001.0,Sun hats in an airy cotton weave with ties under the chin. Width of brim 4.5 cm. Lined.,department_name,Jersey,Baby Toys/Acc,"Fitted top in soft jersey with short sleeves with sewn-in turn-ups, a chest pocket and gathers in the sides for best fit over the tummy.. It has to be Jersey and not Baby Toys/Acc."
615437001,"Dungaree shorts in washed stretch denim with buttons at the top and adjustable straps with metal fasteners. Zip fly and button, a small chest pocket, fake front pockets, real back pockets and embroidered appliqués on the legs.",683071001.0,Long-sleeved lace top with a small stand-up collar and concealed zip at the back. Lined.,department_name,Young Girl Denim,Woven Occasion,"Dungaree shorts in washed stretch denim with buttons at the top and adjustable straps with metal fasteners. Zip fly and button, a small chest pocket, fake front pockets, real back pockets and embroidered appliqués on the legs.. It has to be Young Girl Denim and not Woven Occasion."
615808004,"Loose-fitting T-shirt in soft jersey made from a viscose and linen blend. V-neck, low dropped shoulders, short sleeves and short slits at the hem.",,,department_name,Jersey,Young Boy Big Acc,
615844001,"Sports trousers with an elasticated waist, side pockets and tapered legs with contrasting colour panels down the sides and ribbed hems.",829021001.0,Metal ball chain necklace with a glittery plastic pendant in the shape of a flying unicorn. Length of necklace 45 cm. .,department_name,Kids Girl Jersey Fancy,Girls Small Acc/Bags,"Sports trousers with an elasticated waist, side pockets and tapered legs with contrasting colour panels down the sides and ribbed hems.. It has to be Kids Girl Jersey Fancy and not Girls Small Acc/Bags."
615921005,"Capri trousers in stretch cotton twill with a zip fly and button, fake front pockets, real back pockets and slits at the hems.",778330002.0,"Hipster briefs in microfibre with lace details, a low waist, lined gusset and cutaway coverage at the back.",department_name,Young Girl Trouser,Casual Lingerie,"Capri trousers in stretch cotton twill with a zip fly and button, fake front pockets, real back pockets and slits at the hems.. It has to be Young Girl Trouser and not Casual Lingerie."
615951001,"Trousers in soft twill made from a Tencel™ lyocell blend with an elasticated drawstring waist, side pockets and gently tapered legs with a tab and button. Wide ribbing at the waist for optimum comfort.",,,department_name,Woven bottoms,Kids Boy UW/NW,
615959005,"5-pocket ankle-length jeans in washed stretch denim with a high waist, visible button fly and skinny legs.",598515006.0,"Hipster briefs in organic cotton jersey with lace trims. Low waist, lined gusset and cutaway coverage at the back.",department_name,Denim Trousers,Casual Lingerie,"5-pocket ankle-length jeans in washed stretch denim with a high waist, visible button fly and skinny legs.. It has to be Denim Trousers and not Casual Lingerie."
615970002,"5-pocket, low-rise jeans in washed denim with hard-worn details, a zip fly and button, and slightly wider, tapered legs.",610592001.0,Small wallet in glittery imitation leather with a zip and appliqués at the top and print motif on the front. Three inner compartments. Lined. Size 2x7.5x10 cm.,department_name,Trousers,Kids Girl Big Acc,"5-pocket, low-rise jeans in washed denim with hard-worn details, a zip fly and button, and slightly wider, tapered legs.. It has to be Trousers and not Kids Girl Big Acc."
616021001,"Trousers in a lightweight weave with a high, elasticated waist, concealed hook-and-eye fasteners and a zip fly. Detachable tie belt at the waist, side pockets and straight-cut legs that taper to the hem with creases.",587026035.0,"Jumper in a soft, textured-knit cotton blend with long sleeves and ribbing around the neckline, cuffs and hem.",department_name,Trouser,Knitwear,"Trousers in a lightweight weave with a high, elasticated waist, concealed hook-and-eye fasteners and a zip fly. Detachable tie belt at the waist, side pockets and straight-cut legs that taper to the hem with creases.. It has to be Trouser and not Knitwear."
616023003,"Long-sleeved top in soft, printed cotton jersey.",700092002.0,"Short jumper in a soft, loose knit with a knot detail at the front, dropped shoulders, long sleeves and ribbing around the neckline and cuffs.",department_name,Kids Boy Jersey Fancy,Tops Knitwear,"Long-sleeved top in soft, printed cotton jersey.. It has to be Kids Boy Jersey Fancy and not Tops Knitwear."
616221003,"Wide, high-waisted trousers in an airy rib knit with a visible zip at the top and straight, wide legs with a seam at the hem.",613938001.0,"Sleeveless dress in a patterned weave with decorative stripes, buttons at the back, a seam at the waist and gathered skirt. Lined.",department_name,Jersey,Baby Girl Woven,"Wide, high-waisted trousers in an airy rib knit with a visible zip at the top and straight, wide legs with a seam at the hem.. It has to be Jersey and not Baby Girl Woven."
